title,desc,user_register,offer_posted,url
Geografia gospodarcza świata,"Geografia gospodarcza świata 
Książka unikat - jak nowa
Odbiór osobisty lub wysylka",kwiecień 2014,20 maja 2023,https://olx.pl/d/oferta/geografia-gospodarcza-swiata-CID751-IDMh8mk.html
Sukienki na lato,"Stan bdb. 
Rozm. S-M. 
Zapraszam do zakupu. 
Zapraszam do zakupu.
Zapraszam do zakupu.",marzec 2013,20 maja 2023,https://olx.pl/d/oferta/sukienki-na-lato-CID87-IDUEmEO.html
Koszula niemowleca chłopiec 68,"Koszula w kratkę w stanie dobrym, długi rękaw, rozmiar 68. W razie pytań proszę pisać",grudzień 2014,20 maja 2023,https://olx.pl/d/oferta/koszula-niemowleca-chlopiec-68-CID88-IDN3vTF.html
Rower dziecięcy UNIBIKE RAPTOR koła 24,Sprzedam rower dziecięcy UNIBIKE Raptor koła 24 . Rower w bardzo dobrym stanie mało używany . Polecam,sierpień 2013,20 maja 2023,https://olx.pl/d/oferta/rower-dzieciecy-unibike-raptor-kola-24-CID767-IDUEmEB.html
"Sprzątanie Lublin, lubelskie, mieszkania, domy, biura itp.","Dzień dobry, 

Oferuję usługi sprzątania na profesjonalnych środkach. Usługi jednorazowe lub stałe. Lublin i okolice. Sprzątanie mieszkań, domów, biur, lokali a także klatki schodowe, pokoje hotelowe, mycie okien itp. . 

Sprzątanie standardowe - ceny ustalane indywidualnie 
Mycie okien od 15-25 zł/szt.
Sprzątanie extra - 120 zł/h

Zapraszam do kontaktu po więcej informacji.",kwiecień 2009,20 maja 2023,https://olx.pl/d/oferta/sprzatanie-lublin-lubelskie-mieszkania-domy-biura-itp-CID4371-IDU8RM4.html
traktorek wielofunkcyjny z kosiarką 14 KM 2-cylindry BUCHER  2-sztuki,"!!! WYPRZEDAŻ SPRZĘTU FIRMOWEGO !!!

Do sprzedania kosiarka traktorek wielofunkcyjny z kosiarką bijakową marki Bucher 3 typ FMF 100 E/R    typ. traktorka E14,1LH HSV  2-cylindrowy na benzynę
moc 14 KM   szerokość koszenia 1m.
Stan jak na zdjęciach wszystko sprawne.
drugi jest taki sam",czerwiec 2013,20 maja 2023,https://olx.pl/d/oferta/traktorek-wielofunkcyjny-z-kosiarka-14-km-2-cylindry-bucher-2-sztuki-CID4269-IDNWiWj.html
Goki - Klocki Drewniane - 53828 - Kulodrom - Drewniany tor kulkowy,"Goki - Klocki Drewniane - 53828 - Kulodrom - Drewniany tor kulkowy 
Stan bardzo dobry 
wszystkie 55 elementów 
opakowanie jak na zdjęciach",listopad 2015,07 maja 2023,https://olx.pl/d/oferta/goki-klocki-drewniane-53828-kulodrom-drewniany-tor-kulkowy-CID88-IDUrBBY.html
Opony 205/55 16 91H,Witam mam na sprzedaż 4 opony letnie 205/55 16 91H w dobrym stanie 2022r proszę kontaktować się telefonicznie.,czerwiec 2022,20 maja 2023,https://olx.pl/d/oferta/opony-205-55-16-91h-CID5-IDUEmuv.html
Noclegi  Willa Halina,"Willa Halina dom położony jest w zacisznym miejscu Krościenka, w otulinie Pienińskiego Parku Narodowego z pięknym widokiem na Pieniny.
Oferujemy doskonale wyposażone komfortowe 2 i 3 osobowe pokoje z łazienkami oraz kuchnia do dyspozycji wszystkich gości. Każdy pokój posiada balkon. Oferujemy również dla Gości: altana, grill, ogród z ławeczkami i huśtawką do odpoczynku. Obok domu zamknięty bezpłatny parking.
W naszej Willi staramy się, aby przybywający goście czuli się dobrze i korzystali z uroków Pienin. 
Szanowni Państwo ! Serdecznie zapraszamy w ten piękny i jedyny zakątek w Polsce. Zapewniamy komfortowe pokoje, wiele ciekawych atrakcji , a przede wszystkim wspaniały wypoczynek. 
www.kroscienko-noclegi.com",styczeń 2014,20 maja 2023,https://olx.pl/d/oferta/noclegi-willa-halina-CID-IDJHKtr.html
Odkryć fizykę 3 podręcznik,Książka w bardzo dobrym stanie polecam odbiór osobisty bądź wysyłka olx zapraszam na inne moje ogloszenia,listopad 2014,20 maja 2023,https://olx.pl/d/oferta/odkryc-fizyke-3-podrecznik-CID751-IDUEmEs.html
"buty/klapki męskie Prada, rozm.. 40","Klapki/japonki  męskie designerskiej marki Prada, bardzo eleganckie, świetnie wykonane, nieużywane, były przymierzane.
długość wkładki 26 cm, rozm,  40, 
kolor czarny
skórzana wkładka/wyściółka, tekstylna cholewka, podeszwa tworzywo sztuczne
oryginalne - dowód zakupu na zdjęciu, wraz z oryginalną ceną 450 euro",czerwiec 2018,20 maja 2023,https://olx.pl/d/oferta/buty-klapki-meskie-prada-rozm-40-CID87-IDUEmEt.html
Rower dla dziewczynki,"Sprzedam rower dla dziewczynki firmy Emilia  w dobrym stanie, rozmiar kół 24 , cena nowego to ok.800 zł . Zapraszam do kontaktu",sierpień 2011,20 maja 2023,https://olx.pl/d/oferta/rower-dla-dziewczynki-CID767-IDUEmEr.html
Krótkie spodenki H&M rozm 152,Krótkie spodenki H&M rozm 152 stan bardzo dobry żadnych uszkodzeń jak nowe. W pasie regulacja gumka-guzik. Polecam,wrzesień 2017,20 maja 2023,https://olx.pl/d/oferta/krotkie-spodenki-h-m-rozm-152-CID88-IDUEmEo.html
Koło dojazdowe 125/70/18 nowe z zestawem,Witam mam na sprzedaż koło dojazdowe 125/70/18 5x112 nowe z zestawem widoczne na zdjeciach,kwiecień 2012,20 maja 2023,https://olx.pl/d/oferta/kolo-dojazdowe-125-70-18-nowe-z-zestawem-CID5-IDUEmEj.html
Dżinsy męskie Evin nowe,"Nowe z metkami spodnie dżinsowe męskie rozmiar W38. L32
Pas 96 cm
Dl nogawki 108 cm
Sze udo 28 cm
Sze dół 21 cm",listopad 2012,20 maja 2023,https://olx.pl/d/oferta/dzinsy-meskie-evin-nowe-CID87-IDU1fTm.html
Bluza snoopy m&s 140 piesek 9-10,Śliczna bluza dla dziewczynki w wieku 9-10 lat w bardzo dobrym stanie. Możliwa wysyłka po zakupie przez kup teraz.,październik 2014,20 maja 2023,https://olx.pl/d/oferta/bluza-snoopy-m-s-140-piesek-9-10-CID88-IDRHY7D.html
OMRON Inhalator Nebulizer kompresorowy,"Rodzaj	Inhalatory dla całej rodziny > Inhalatory dla całej rodziny
Typ	Pneumatyczne > Inhalatory Pneumatyczne
Tryb pracy	Praca ciągła > Inhalatory i akcesoria - Praca ciągła
Wielkość cząsteczek MMAD	poniżej 5
Zasilanie	Sieciowe
Skład zestawu	
Filtry > Inhalatory i akcesoria - Filtry,
Maska dla dorosłych > Inhalatory i akcesoria - Maska dla dorosłych,
Nebulizator > Inhalatory i akcesoria - Nebulizator,
Końcówka do nosa
Kolor	Białe",marzec 2022,20 maja 2023,https://olx.pl/d/oferta/omron-inhalator-nebulizer-kompresorowy-CID3647-IDRHwxk.html
Hulajnoga dziewczęca decathlon,"Dzień dobry, zapraszam do zakupu hulajnoga w bardzo dobrym stanie, zainteresowanych zapraszam do kontaktu.",lipiec 2012,20 maja 2023,https://olx.pl/d/oferta/hulajnoga-dziewczeca-decathlon-CID767-IDQezKA.html
Sprzedam pomeranianke,Przepiękna sunia urodzona 20.01.2023 . Posiada rodowód i książeczkę zdrowia oraz jest zachipowana i odrobaczona . Czeka na nowy domek i rodzinę której da dużo szczęścia i radości. Kontakt tel kom. 50*****84.,grudzień 2016,19 maja 2023,https://olx.pl/d/oferta/sprzedam-pomeranianke-CID103-IDUDtH5.html
"Domek na Mazurach, Domek blisko jeziora.","Witam.
Do wynajęcia Domek całoroczny dla 4 osób.
Domek położony jest w malowniczej miejscowości Dłużec 15 km od Mrągowa i 18km od Mikolajek.
Do dyspozycji naszych gości jest sypialnia z dwoma dwuosobowymi łóżkami, kompletnie wyposażona kuchnia z jadalnia oraz łazienka. Do dyspozycji naszych gości jest również gril kamienny, warzywa i owoce BIO z własnej szklarni ( oczywiście sezonowo ) parking przy obiekcie.
Udostępniany również dostęp do naszej prywatnej plazy która znajduje sie w odległości 500m od obiektu, na której nikt Państwu nie będzie przeszkadzał w odpoczynku na Mazurach. Można również skorzystać z łódki wiosłowej i rozpalic ognisko.
Akceptujemy zwierzęta domowe.
Serdecznie zapraszamy",kwiecień 2016,18 maja 2023,https://olx.pl/d/oferta/domek-na-mazurach-domek-blisko-jeziora-CID-IDG6AQB.html
"Dźwigary H20, szalunki stropowe, stemple budowlane, dźwigar H20 Peri","Dzień dobry,

W stałej ofercie posiadamy dźwigary H20.

Dźwigary najlepszych topowych producentów

Sprawdzone na wielu inwestycjach.

Dostępne duże ilości i wszystkie rozmiary:

1,90 2,4*********** 3,30 3,60 3,90

Pozostałe elementy szalunku stropowego:

Podpory stropowe, głowice, trójnogi

Dostępne wszystko do szalowania stropu i ścian.

Dostawa na teren całej Polski

NAJLEPSZE CENY NA RYNKU !!

Pomagamy w zorganizowaniu Leasingu

ZAPRASZAMY DO WSPÓŁPRACY",kwiecień 2021,20 maja 2023,https://olx.pl/d/oferta/dzwigary-h20-szalunki-stropowe-stemple-budowlane-dzwigar-h20-peri-CID628-IDJJNUM.html
Słuchawki douszne,"Zestaw słuchawkowy z mikrofonem 9D stereo HiFi
Szybkie ładowanie
Długi czas gry
Brak światła led podczas używania
Wielofunkcyjny przycisk sterowania
Bardzo dobry dźwięk, oraz bas",kwiecień 2015,20 maja 2023,https://olx.pl/d/oferta/sluchawki-douszne-CID99-IDUEmEp.html
Sprzedam lodówkę amica,Sprzedam lodówkę. Odbiór osobisty Janiszewo koło Ponieca. Zapraszam do kontaktu.,kwiecień 2016,20 maja 2023,https://olx.pl/d/oferta/sprzedam-lodowke-amica-CID99-IDUEmEi.html
Spodnie męskie dżinsowe.Polecam,"Sprzedam spodnie męskie dżinsowe rozmiar w pasie ok 88cm, długość ok 101cm cena spodni+ koszt przesyłki pokrywa kupujący.Polecam 8zl przy zakupie większej ilości ciuchów",lipiec 2020,20 maja 2023,https://olx.pl/d/oferta/spodnie-meskie-dzinsowe-polecam-CID87-IDUqloR.html
"Temblak kończyny górnej (siatkowy, rozmiar M)","Temblak na rękę, używany (przez miesiąc) po złamaniu ręki. 
Rozmiar ""M"" 
Rozmiar ""M"" jest odpowiedni do długości przedramienia 25 do 30 cm  (wzrost osoby ok 170 cm)

Poza wysyłką, możliwy jest odbiór w Oleśnicy w każdy dzień, oraz we Wrocławiu w prawie każdą niedzielę  przy Castoramie (tej od strony Psiego Pola).",styczeń 2015,20 maja 2023,https://olx.pl/d/oferta/temblak-konczyny-gornej-siatkowy-rozmiar-m-CID3647-IDRCUkD.html
Wyjątkowa spódnica w rozmiarze 42,"Sprzedaję wyjątkową spódniczkę w rozmiarze 42. Materiał delikatny świetnie się układa. Kolorystyka to połączenie niebieskiego i szarego we wzorek widoczny na zdjęciach. W pasie szeroka elastyczna  guma. Spódniczka idealna do wielu różnych stylizacji. 
Wymiary to: 
długość całkowita: 85 cm,
w pasie gumka: od 38 cm - 45 cm,
Polecam pięknie się prezentuje z bluzeczkami sportowymi jak i wizytowymi. Spódniczka nowa bez metki.",sierpień 2021,20 maja 2023,https://olx.pl/d/oferta/wyjatkowa-spodnica-w-rozmiarze-42-CID87-IDUEmEl.html
Damska marynarka w jodełkę DIVIDED  r. M jak NOWA,"Marynarka damska H&M Divided, r. M 

Właściwie nieużywana (założona może 2-3 razy) luźna, codzienna marynarka  w jodełkę. Kolor czarno-szary, krój prosty (lekkie zaszewki na piersiach), bez zapięcia, 2 kieszenie po bokach. 
Skład: 75% poliester, 23 % viscose, 2 % elastane.

Wymiary: długość od ramienia 74 cm, szerokość pod pachami 53 cm x 2, długość rękawa od ramienia 62 cm, od kołnierza 74 cm, od pachy 45 cm.

Zachęcam do zakupu!",październik 2012,20 maja 2023,https://olx.pl/d/oferta/damska-marynarka-w-jodelke-divided-r-m-jak-nowa-CID87-IDObvYZ.html
Bateria Samsung Wave S7230 S5330 S5570,"06369
Bateria Samsung Wave S7230 S5330 S5570
BATERIA SAMSUNG S5330 WAVE 
Kompatybilność: 
S5250 WAVE S5330 WAVE 533 i5510 GALAXY S5570 GALAXY MINI S7230 WAVE 723

Stan: Nowy


Możliwość wysyłki za pobraniem lub po przedpłacie.",sierpień 2021,20 maja 2023,https://olx.pl/d/oferta/bateria-samsung-wave-s7230-s5330-s5570-CID99-IDSXbfQ.html
*Opel*Insignia*Klimatronik*Alu*KsiażkaSerwis*Bixenon*SuperStan*,"Oryginalny Przebieg !! potwierdzony ksiazka serwisowa
Wszystkie szyby oryginalne
Bogata wersja wyposażenia
Na lakierze nie ma żadnych rys, zadrapań ani odprysków.
Wnętrze również jest bardzo czyste i zadbane,
tapicerka nie posiada żadnych plam przetarć
ani zabrudzeń
Nic nie stuka, nic nie puka, silnik bardzo ładnie pracuje, równo, dynamicznie, bez jakichkolwiek wycieków
Auto prościutkie, nie poobijane.
Gorąco polecam
Zapraszam do obejrzenia i przekonania się osobiście. Gwarantuję, że nie rozczarują się Państwo stanem technicznym i wizualnym, oraz nie będą mieć żadnych uwag ani zastrzeżeń do auta. Samochód jest naprawdę w świetnym stanie, a mój opis wiarygodny i zgodny z rzeczywistością. Mogę podjechać na jakąkolwiek stacje diagnostyczną celem sprawdzenia auta.

**Wspomaganie kierownicy
**Klimatornik
**Podgrzewane fotele
**Bi xenon
**Fabryczne Radio
**Alufelgi
**Usb Aux
**Centralny Zamek z pilotem
**Poduszki powietrzne
**Kierownica wielofunkcyjna
**Tempomat
**Światla przeciwmgielne przednie
**Światla przeciwmgielne tylne
**Elektryczne Szyby
**Elektryczne Lusterka
**Przyciemniane tylne szyby
**2x podłokietnik
**Światla do jazdy dziennej
**Czujnik deszczu
**Elektryczne fotele
**Kontrola Trakcji
**Abs
**Czujnik zmierzchu
**Czujniki parkowania przednie i tylne
**Regulowana kierownica
**Automatyczny chowany hak
Nowe sprzęgło dwumas komplet

Auto dla osoby bardzo wymagajacej bardzo dobrego stanu technicznego jak i wizualnego .

Gwarantuje brak rozczarowania na miejscu

Cena do negocjacji na miejscu 7,2,3-4,4,5-6,5,2",wrzesień 2014,20 maja 2023,https://olx.pl/d/oferta/opelinsigniaklimatronikaluksiazkaserwisbixenonsuperstan-CID5-IDUE4pu.html
Maltipoo śliczny samiec z strzałeczką Rodowód,"Witam.Piękny samiec rozgląda się za nowym domkiem. Do odbioru od 20.05
Samczyk po maleńkich rodzicach.
Mama waga 2.300, Ojciec 3100
Posiada książeczke zdrowia, rodowód oraz microchip.
Samczyk ma skończone 7 tygodni jest szczepiony oraz odrobaczony odpowiednio do wieku.
Rodzice dostępni na miejscu.
Nowy właściciel otrzyma wyprawkę, w której znajdować się będzie maty,karma,zabawki ( zapach matki), miska, saszetki, kocyk i inne dodatki.
Na miejscu spisujemy umowę kupna sprzedaży.
Zapraszam do kontaktu wyłącznie telefonicznego.",marzec 2022,18 maja 2023,https://olx.pl/d/oferta/maltipoo-sliczny-samiec-z-strzaleczka-rodowod-CID103-IDUCl64.html
Filmy & książki,"Sprzedam filmy

Spider - man 3
Spider - man 2

Rok wydania 2007
Stan bardzo dobry
Polecam",kwiecień 2016,20 maja 2023,https://olx.pl/d/oferta/filmy-ksiazki-CID751-IDyFEFt.html
Zekrom (CEL BLW 114),"Oryginalna karta Pokemon

Zekrom (CEL BLW 114)

Z bostera odrazu w koszulkę i toploader

Wysyłka InPost 1 zł",styczeń 2023,20 maja 2023,https://olx.pl/d/oferta/zekrom-cel-blw-114-CID88-IDUpPXr.html
Młotowiertarka młot z udarem parkside 1500W,"Witam. Na sprzedaż całkowicie NOWA MOCNA MŁOTOWIERTARKA PARKSIDE UDAROWA PBH 1500W MŁOT SDS
BARDZO DOBRY SPRZĘT. Do produktu paragon z którym jest 3 lata gwarancji w sklepach LIDL.

Przedmiot jest NOWY
niemieckiej firmy PARKSIDE
Do wszelkich prac domowych -do wiercenia w kamieniu, betonie, metalu i drewnie
KOMPAKTOWY CIEKAWY DESIGN I SOLIDNA KONSTRUKCJA
Właściwości
• do obróbki betonu, kamienia, metalu lub drewna
• pneumatyczny układ udarowy o dużej sile uderzenia
• centralny przełącznik wyboru:wiercenie – bez udaru wiercenie – z udarem dłutowanie – podłączony udar z obrotowym zatrzymaniem regulacja dla ustawienia dłuta (płynna) 
• Przycisk z pokrętłem do ograniczania liczby obrotów
• Szybkowymienny uchwyt zgodny z systemem SDS-Plus
• Osadzany uchwyt wiertła z wieńcem zębatym do wiertła o okrągłym chwycie
• Antypoślizgowy uchwyt
• Dodatkowy uchwyt obracany o 360°
• Lampka sygnalizacyjna przyłącza sieciowego
• Lampka kontrolna wskazująca zużycie szczotek węglowych
Specyfikacja techniczna:
• Moc: 1500 W
• Prędkość obrotowa na biegu jałowym: 0–800 U/min
• Energia uderzenia: 5 J
• Ilość uderzeń na biegu jałowym: 0–3.900 U/min
• Maksymalna średnica otworu: 32 mm w betonie i kamieniu / 13 mm w stali / 40 mm w drewnie
• Długość kabla: 3 m
• Obudowa: poliamid, włókno szklane (PA6 + GF30)
• Uchwyt: TPE
• Młotowiertarka (wraz z uchwytem ): 257 x 385 x 115 mm
• Adapter do wiertła SDS: 107 x Ø 42 mm
• Zestaw bitów 3 elementy: 160 x Ø 12 mm, 250 x Ø 16 mm, 250 x Ø 18 mm
• Punktak: 250 x Ø 10 mm
• Dłuto płaskie: 250 x Ø 10 mm
• Docisk do metalu: 250 x Ø 6,5 mm
• Walizka: 312 x 420 x 135 mm
Zawartość zestawu:
• MŁOTOWIERTARKA PARKSIDE UDAROWA PBH 1500W MŁOT SDS
• 3  wiertła SDS (12 x 160 mm, 16 / 18 x 250 mm)
• 1  punktak (14 x 250 mm)
• 1  dłuto płaskie (14 x 250 x 21 mm)
• 1  docisk do metalu
• 1  uchwyt wiertła z wieńcem zębatym do wiertła o okrągłym chwycie wraz z kluczem
• 1  klucz montażowy z dwoma otworami
• Instrukcja obsługi
• Oryginalne opakowanie
Funkcje młotowiertatki PARKSIDE:
• Wiercenie – bez udaru
• Wiercenie – z podłączonym udarem
• Dłutowanie – podłączony udar z obrotowym zatrzymaniem
• Płynna regulacja dla ustawienia dłuta",marzec 2021,20 maja 2023,https://olx.pl/d/oferta/mlotowiertarka-mlot-z-udarem-parkside-1500w-CID628-IDUEmEd.html
Ładowarka do Asus Toshiba 19V 3.42A 65W 5.5-2.5mm,"Napięcie: 19V
Natężenie: 3.42A
Moc: 65W
Rodzaj wtyku: okrągły (5.5-2.5mm)
Zabezpieczenia: termiczne, przeciwprzepięciowe, przeciwzwarciowe
Kolor: Czarny
Wymiary: 10.9 x 4.7 x 3.1cm
Waga: 218g",czerwiec 2021,20 maja 2023,https://olx.pl/d/oferta/ladowarka-do-asus-toshiba-19v-3-42a-65w-5-5-2-5mm-CID99-IDUEmEc.html
Spódnica Zara M NOWA,"Spódnica marki Zara. Rozmiar z metki M/L, chociaż moim zdaniem M. Piękny kolor antyczny róż. Materiał cienkie frotte. Ściagscze w pasie i na dole. Mimo dopasowanego kształtu ładnie maskuje niedoskonałości i bieliznę. Bardzo rozciągliwa. Cena z metki 79.90 zł",marzec 2011,20 maja 2023,https://olx.pl/d/oferta/spodnica-zara-m-nowa-CID87-IDUEmE6.html
Levis spodnie jeansowe model 505 rozmiar 36/30 pas 90-92cm stan bardzo,"Levis spodnie jeansowe model 505 rozmiar 36/30 pas 90-92cm stan bardzo dobry 

Rozmiar z metki 36/30

Real foto 

Dokładne wymiary

Szerokość pas 90-92 cm  
Długość całkowita 105 cm 
Szerokość dół spodni 20 cm 
Szerokość spodni udo 28 cm",styczeń 2018,20 maja 2023,https://olx.pl/d/oferta/levis-spodnie-jeansowe-model-505-rozmiar-36-30-pas-90-92cm-stan-bardzo-CID87-IDSf6TQ.html
"Podbitka elewacyjna 1,7 gruba dwustronna","Witam firma Jodelka ma do zaoferowania podbitkę 2-stronna 
Wymiary :
12.1cm szer 1,7 gruba 
Długości 300 i 400 
Sosna dwustronna soft line- faza 

Cena 54m2 klasa a/b
Możliwość transportu",marzec 2013,20 maja 2023,https://olx.pl/d/oferta/podbitka-elewacyjna-1-7-gruba-dwustronna-CID628-IDOtJck.html
Wesoły padzik malucha zabawki dla niemowlat Fisher Price,"Super zabawka.  Fisher Price. Zdublowany prezent, dlatego sprzedajemy.
Gra i uczy.
Polecam",listopad 2021,20 maja 2023,https://olx.pl/d/oferta/wesoly-padzik-malucha-zabawki-dla-niemowlat-fisher-price-CID88-IDUEmE3.html
Asus  komputrrbsprawny,"Nie znam się chciałbym zapytać ile dostanę za to pudło działa całkiem nieźle 256 gb
4 g ram ale wiem zebwentylarory dobre sprawny proszę o propozycje",maj 2023,20 maja 2023,https://olx.pl/d/oferta/asus-komputrrbsprawny-CID99-IDUEmsQ.html
Bluza dziecięca z kapturem z H&M r. 86,"Bluza średniej grubości z H&M, rozmiar 86. Zapinana na zamek. Wewnątrz kaptura dodatkowa cienka warstwa bawełny. 

Bluza po 1 dziecku, ale intensywnie noszona, co widać na zdjęciach. Nie ma jako takich uszkodzeń, ale widać, że była wielokrotnie prana. Stąd niska cena jak na bluzę.",listopad 2018,20 maja 2023,https://olx.pl/d/oferta/bluza-dziecieca-z-kapturem-z-h-m-r-86-CID88-IDRfft9.html
KRATKA TRAWNIKOWA DROGOWA Parkingowa Stella Green 50x50x4 Premium,"SUPER PROMOCJA !!!

CENA: 11,90 Pln/brutto/szt.

KRATKA TRAWNIKOWA -DROGOWA - PARKINGOWA STELLA GREEN PREMIUM
TYP 1 /Gat. 1 / 50X50X4 do 400 t/m2

DARMOWY TRANSPORT KRAJOWY PRZY PRZEDPŁACIE
Na zamówienia pełno paletowe.

- Ilość szt./m2 - 4,56
- 48 m2 (paleta) - 220 szt.

Kratki dostępne od ręki w każdej ilości w ciągu 1-3 dni roboczych.

Najnowsza technologia kratki Stella Green pozwoliła nam podnieść jej poziom do marki PREMIUM 
dzięki czemu jest bardziej elastyczna i wytrzymała, a została zmniejszona do minimum jej podatność na kruszenie i pękanie,

Dostawa kratki na terenie całej Europy, koszty wyceniamy indywidualnie.
Sprzedaż zagraniczna dla płatników VAT EU z VAT-em 0%
Cena w ogłoszeniu jest ceną brutto z 23% VAT.
PRZY WIĘKSZYCH ZAMÓWIENIACH WYSOKIE RABATY !
DO ZAMÓWIENIA WYSTAWIAMY FAKTURĘ VAT lub PARAGON

Przy większych ilościach (min. 2 palety) cena podlega negocjacji.

Zamów lub umów się na odbiór osobisty. www.ekostarkratka.pl lub telefonicznie.
- tel. 51*****64
- tel. 53*****47
- przez stronę internetową: www.ekostarkratka.pl
- e-mail 

NAJNOWSZE DANE TECHNICZNE :

- Długość i szerokość z zaczepami (hakami) 490 mm ± 3%
- Długość i szerokość bez zaczepów (haków) 468 mm ± 3%
- Wysokość komórek: 40 mm
- Średnica komórki: 60 mm|
- Wysokość (bez kolców stabilizujących) 39 mm ± 1,5
- Grubość ścianek 5 mm ± 1,5
- Masa 0,990 kg ± 0,1
- Kolce wzmacniające: zintegrowane
- Zawartość materiału recyklingowego HDPE/PE
- Obciążenie statyczne: 70 kN
- Wytrzymałość: 400 T/m2 (w zależności od wypełnienia)
- Powierzchnia biologicznie czynna 96%
- Oddziaływanie na środowisko: nieszkodliwe
- Drogi przeciwpożarowe: TAK
- Certyfikaty/atesty TUV / Kiwa / Aprobata tech. / Deklaracja tech.
- Kolor: czarny, zielony
- PRODUKT POLSKI

Kratka do wykonywania nawierzchni drogowych (podjazdów, miejsc parkingowych, chodników i ścieżek) z wypełnieniem komórek trawą lub kruszywem (kamieniami)

OBSŁUGUJEMY INWESTYCJE

Zapraszamy do współpracy firmy budowlane, brukarzy, deweloperów oraz składy i hurtownie budowlane.

ZASTOSOWANIE

Kratka drogowa stanowi doskonałą alternatywę dla kostki brukowej, asfaltu, czy betonu (płyty ażurowe betonowe), gdzie wymagane jest utrzymanie powierzchni biologicznie czynnej. Kratki ogrodowe to nie tylko idealne rozwiązanie w przypadku zagospodarowania terenu zielonego i wzmocnienia skarpy czy innych powierzchni. Efektywnie wykorzystasz je w przypadku wypełnienia kruszywem dekoracyjnym. Używa się go wówczas zdecydowanie mniej niż przy utwardzaniu nawierzchni kruszywem bez kratki stabilizującej. Kratki parkingowe Stella Green zostały przetestowane przez niemiecki TÜV SÜD. Wyniki potwierdzają, że spełniają one wymogi dla normy DIN EN 1072:1985, co jest istotne przy projektowaniu oraz budowaniu dróg przeciwpożarowych.

Kratki drogowe można z łatwością docinać za pomocą obcęgów lub szlifierki kątowej z tarczą do tworzyw sztucznych.

GDZIE WARTO STOSOWAĆ ?

parkingi
trawniki
podjazdy
magazyny otwarte
osiedlowe drogi dojazdowe
pola golfowe
tereny rekreacyjne
drogi serwisowe
ścieżki rowerowe i piesze
drogi dla pojazdów i osób niepełnosprawnych

Zgodnie z normą DIN EN 1072: 1985 może być stosowane na drogi przeciwpożarowe
padokach i wybiegach dla koni (kratka elastyczna typ SG4)

WYPEŁNIENIE

Kratki mogą być wypełnione glebą z posianą trawą lub wszelkiego rodzaju kruszywem o wymiarze do 20 mm. Konstrukcja kratki zapobiega migracji kruszywa i tworzenia się kolein czy kałuż. Warstwa kratki wypełniona kruszywem tworzy równą i komfortową powierzchnie dla ruchu samochodowego i pieszego.

UNIKATOWA KONSTRUKCJA

Instalacja jest szybka i łatwa. Poszczególne panele łączą się za pomocą zintegrowanych haków na krawędziach poszczególnych kratek, pozostawiając przestrzeń dylatacyjną. Konstrukcja jest mocna i jednocześnie w pełni ażurowa. Korzenie trawy mogą się idealnie się rozrastać w kratce, w każdym kierunku tworząc stabilna powierzchnie BIOLOGICZNIE CZYNNĄ.

Więcej informacji uzyskacie państwo na naszej stronie firmowej
www.ekostarkratka.pl
www.installation.info.pl/jak-zainstalowac",marzec 2012,25 kwietnia 2023,https://olx.pl/d/oferta/kratka-trawnikowa-drogowa-parkingowa-stella-green-50x50x4-premium-CID628-IDTGJOu.html
